date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:21:22	82108/82108	---M--	200	added ('OK')	image/webp	etag:%22140bc-5c8c2a269d56a%22	https://robertzou.com/wp-content/uploads/2021/08/rachel-park-hrlvr2ZlUNk-unsplash-1-scaled-e1625508814624-1.webp	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/uploads/2021/08/rachel-park-hrlvr2ZlUNk-unsplash-1-scaled-e1625508814624-1.webp	(from https://robertzou.com/)
15:21:22	3068/3068	---M-Z	200	added ('OK')	text/css	etag:%22bfc-5c8ea7159f817-gzip%22	https://robertzou.com/wp-content/litespeed/cssjs/74c61.css?302c1	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/litespeed/cssjs/74c616725.css	(from https://robertzou.com/)
15:21:22	2627/2627	---M-Z	200	added ('OK')	text/css	etag:%22a43-5c8ea715a1757-gzip%22	https://robertzou.com/wp-content/litespeed/cssjs/92fea.css?d3403	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/litespeed/cssjs/92feadb21.css	(from https://robertzou.com/)
15:21:22	29861/29861	---MC-	200	added ('OK')	application/rss+xml	etag:%2276ed093ce0e33e35c73af613d74dc9db%22	https://robertzou.com/feed/	C:/My%20Web%20Sites/My%20Website/robertzou.com/feed/index.html	(from https://robertzou.com/)
15:21:24	4513/4513	---MC-	200	added ('OK')	application/rss+xml	etag:%22c57915f2a88b9e5c5ad6471cbd421a54%22	https://robertzou.com/comments/feed/	C:/My%20Web%20Sites/My%20Website/robertzou.com/comments/feed/index.html	(from https://robertzou.com/)
15:21:24	2201/2201	---MC-	200	added ('OK')	application/json	etag:%223069065-1628284884;;;%22	https://robertzou.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frobertzou.com%2F	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-json/oembed/1.0/embed744c.json	(from https://robertzou.com/)
15:21:25	2295/2295	---MCZ	200	added ('OK')	text/xml	etag:%223069066-1628284885;gz%22	https://robertzou.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frobertzou.com%2F&format=xml	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-json/oembed/1.0/embedde87	(from https://robertzou.com/)
15:21:25	10312/10312	---M--	200	added ('OK')	image/jpeg	etag:%222848-5c8ad9804242a%22	https://robertzou.com/wp-content/uploads/2021/08/cropped-rachel-park-hrlvr2ZlUNk-unsplash-1-scaled-1-150x150.jpg	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/uploads/2021/08/cropped-rachel-park-hrlvr2ZlUNk-unsplash-1-scaled-1-150x150.jpg	(from https://robertzou.com/)
15:21:26	30448/30448	---M--	200	added ('OK')	image/jpeg	etag:%2276f0-5c8ad97ded14d%22	https://robertzou.com/wp-content/uploads/2021/08/cropped-rachel-park-hrlvr2ZlUNk-unsplash-1-scaled-1-300x300.jpg	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/uploads/2021/08/cropped-rachel-park-hrlvr2ZlUNk-unsplash-1-scaled-1-300x300.jpg	(from https://robertzou.com/)
15:21:26	4582/4582	---M--	200	added ('OK')	image/webp	etag:%2211e6-5c8d40e02ba41%22	https://robertzou.com/wp-content/uploads/2021/08/Robert_Zou__2_-removebg-preview-1.webp	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/uploads/2021/08/Robert_Zou__2_-removebg-preview-1.webp	(from https://robertzou.com/)
15:21:26	4822/4822	---M--	200	added ('OK')	image/webp	etag:%2212d6-5c8d3d2a082f1%22	https://robertzou.com/wp-content/uploads/2021/08/cropped-Robert_Zou__1_-removebg-preview.webp	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/uploads/2021/08/cropped-Robert_Zou__1_-removebg-preview.webp	(from https://robertzou.com/)
15:21:26	26137/26137	---M--	200	added ('OK')	image/png	etag:%226619-5c8ad824bf6fa%22	https://robertzou.com/wp-content/uploads/2021/08/So-delicious-1.png	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/uploads/2021/08/So-delicious-1.png	(from https://robertzou.com/)
15:21:27	30392/30392	---M--	200	added ('OK')	image/png	etag:%2276b8-5c8ad81437ab2%22	https://robertzou.com/wp-content/uploads/2021/08/Untitled-Design-4-e1617472681890.png	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/uploads/2021/08/Untitled-Design-4-e1617472681890.png	(from https://robertzou.com/)
15:21:27	20951/20951	---M--	200	added ('OK')	image/png	etag:%2251d7-5c8ad830bc95a%22	https://robertzou.com/wp-content/uploads/2021/08/Untitled-design-1-360x255-1.png	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/uploads/2021/08/Untitled-design-1-360x255-1.png	(from https://robertzou.com/)
15:21:27	30328/30328	---M--	200	added ('OK')	image/png	etag:%227678-5c8ad8b82122f%22	https://robertzou.com/wp-content/uploads/2021/08/Only-2-Minutes-1-2.png	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/uploads/2021/08/Only-2-Minutes-1-2.png	(from https://robertzou.com/)
15:21:27	56467/56467	---M--	200	added ('OK')	image/jpeg	etag:%22dc93-5c8c1e5a5de90%22	https://robertzou.com/wp-content/uploads/2020/12/pound-1-768x432.jpg	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/uploads/2020/12/pound-1-768x432.jpg	(from https://robertzou.com/)
15:21:29	41304/41304	---M--	200	added ('OK')	image/jpeg	etag:%22a158-5c8c27c24c732%22	https://robertzou.com/wp-content/uploads/2021/01/Pastel-Pink-and-Yellow-Meal-Photo-Food-Collection-YouTube-Thumbnail-1-768x432.jpg	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/uploads/2021/01/Pastel-Pink-and-Yellow-Meal-Photo-Food-Collection-YouTube-Thumbnail-1-768x432.jpg	(from https://robertzou.com/)
15:21:29	78136/78136	---M-Z	200	added ('OK')	text/html	etag:%223069067-1628284888;gz%22	https://robertzou.com/about/	C:/My%20Web%20Sites/My%20Website/robertzou.com/about/index.html	(from https://robertzou.com/)
15:21:33	114593/114593	---M-Z	200	added ('OK')	text/html	etag:%223069068-1628284893;gz%22	https://robertzou.com/privacy-policy/	C:/My%20Web%20Sites/My%20Website/robertzou.com/privacy-policy/index.html	(from https://robertzou.com/)
15:21:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Aug%202021%2021:21:33%20GMT	https://robertzou.com/about	C:/My%20Web%20Sites/My%20Website/robertzou.com/about	(from https://robertzou.com/)
15:21:34	90742/90742	---M-Z	200	added ('OK')	text/html	etag:%223069069-1628284894;gz%22	https://robertzou.com/terms-and-conditions/	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions/index.html	(from https://robertzou.com/)
15:21:35	77095/77095	---M-Z	200	added ('OK')	text/html	etag:%223069070-1628284894;gz%22	https://robertzou.com/categories/	C:/My%20Web%20Sites/My%20Website/robertzou.com/categories/index.html	(from https://robertzou.com/)
15:21:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Aug%202021%2021:21:39%20GMT	https://robertzou.com/privacy-policy	C:/My%20Web%20Sites/My%20Website/robertzou.com/privacy-policy.18.delayed	(from https://robertzou.com/)
15:21:41	100380/100380	---M-Z	200	added ('OK')	text/html	etag:%223069071-1628284899;gz%22	https://robertzou.com/category/uncategorized/	C:/My%20Web%20Sites/My%20Website/robertzou.com/category/uncategorized/index.html	(from https://robertzou.com/)
15:21:41	92666/92666	---M-Z	200	added ('OK')	text/html	etag:%223069072-1628284900;gz%22	https://robertzou.com/category/desserts/	C:/My%20Web%20Sites/My%20Website/robertzou.com/category/desserts/index.html	(from https://robertzou.com/)
15:21:41	78014/78014	---M-Z	200	added ('OK')	text/html	etag:%223069073-1628284900;gz%22	https://robertzou.com/category/bakery-goods/	C:/My%20Web%20Sites/My%20Website/robertzou.com/category/bakery-goods/index.html	(from https://robertzou.com/)
15:21:44	80516/80516	---M-Z	200	added ('OK')	text/html	etag:%223069074-1628284903;gz%22	https://robertzou.com/category/misc/	C:/My%20Web%20Sites/My%20Website/robertzou.com/category/misc/index.html	(from https://robertzou.com/)
15:21:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Aug%202021%2021:21:45%20GMT	https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.19.delayed	(from https://robertzou.com/)
15:21:48	79002/79002	---M-Z	200	added ('OK')	text/html	etag:%223069075-1628284906;gz%22	https://robertzou.com/products-pending/	C:/My%20Web%20Sites/My%20Website/robertzou.com/products-pending/index.html	(from https://robertzou.com/)
15:21:48	99787/99787	---M-Z	200	added ('OK')	text/html	etag:%223069076-1628284907;gz%22	https://robertzou.com/all-posts/	C:/My%20Web%20Sites/My%20Website/robertzou.com/all-posts/index.html	(from https://robertzou.com/)
15:21:51	112412/112412	---M-Z	200	added ('OK')	text/html	etag:%223069079-1628284911;gz%22	https://robertzou.com/muffin-recipe/	C:/My%20Web%20Sites/My%20Website/robertzou.com/muffin-recipe/index.html	(from https://robertzou.com/)
15:21:53	114919/114919	---M-Z	200	added ('OK')	text/html	etag:%223069081-1628284912;gz%22	https://robertzou.com/custard-pudding/	C:/My%20Web%20Sites/My%20Website/robertzou.com/custard-pudding/index.html	(from https://robertzou.com/)
15:21:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Aug%202021%2021:21:52%20GMT	https://robertzou.com/all-posts	C:/My%20Web%20Sites/My%20Website/robertzou.com/all-posts.1a.delayed	(from https://robertzou.com/)
15:21:55	119424/119424	---M-Z	200	added ('OK')	text/html	etag:%223069082-1628284914;gz%22	https://robertzou.com/baked-salmon-recipe/	C:/My%20Web%20Sites/My%20Website/robertzou.com/baked-salmon-recipe/index.html	(from https://robertzou.com/)
15:21:55	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.1b.delayed	(from https://robertzou.com/)
15:21:55	10743/10743	---M-Z	200	added ('OK')	text/css	etag:%2229f7-5c8ea715a4e07-gzip%22	https://robertzou.com/wp-content/litespeed/cssjs/35a5d.css?090e3	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/litespeed/cssjs/35a5d56f9.css	(from https://robertzou.com/)
15:21:56	19787/19787	---M-Z	200	added ('OK')	application/javascript	etag:%224d4b-5c8ea715a7ce7-gzip%22	https://robertzou.com/wp-content/litespeed/cssjs/1b136.js?0e3d6	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/litespeed/cssjs/1b136f609.js	(from https://robertzou.com/)
15:21:56	15500/15500	---M-Z	200	added ('OK')	application/javascript	etag:%223c8c-5c8ea715a8c87-gzip%22	https://robertzou.com/wp-content/litespeed/cssjs/6448b.js?16842	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/litespeed/cssjs/6448b352a.js	(from https://robertzou.com/)
15:21:56	276/276	---M-Z	200	added ('OK')	application/javascript	etag:%22114-5c8ea715a9c28-gzip%22	https://robertzou.com/wp-content/litespeed/cssjs/37021.js?37456	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/litespeed/cssjs/370212b72.js	(from https://robertzou.com/)
15:21:56	1428/1428	---M-Z	200	added ('OK')	application/javascript	etag:%22594-5c8ea8b04b90a-gzip%22	https://robertzou.com/wp-content/litespeed/cssjs/b2d6a.js?144f0	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/litespeed/cssjs/b2d6aaff6.js	(from https://robertzou.com/)
15:21:56	7035/7035	---M-Z	200	added ('OK')	application/javascript	etag:%221b7b-5c8ea715aabc8-gzip%22	https://robertzou.com/wp-content/litespeed/cssjs/4d703.js?535b5	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/litespeed/cssjs/4d703220e.js	(from https://robertzou.com/)
15:21:58	115839/115839	---M-Z	200	added ('OK')	text/html	etag:%223069084-1628284916;gz%22	https://robertzou.com/chocolate-mug-cake-recipe/	C:/My%20Web%20Sites/My%20Website/robertzou.com/chocolate-mug-cake-recipe/index.html	(from https://robertzou.com/)
15:21:58	850/850	---MC-	200	added ('OK')	text/javascript	date:Fri,%2006%20Aug%202021%2021:21:56%20GMT	https://www.google.com/recaptcha/api.js?render=missingkey&ver=2.1.2	C:/My%20Web%20Sites/My%20Website/www.google.com/recaptcha/api124a.js	(from https://robertzou.com/)
15:21:58	117156/117156	---M-Z	200	added ('OK')	text/html	etag:%223069087-1628284917;gz%22	https://robertzou.com/delicious-and-fluffy-mug-donut-recipe/	C:/My%20Web%20Sites/My%20Website/robertzou.com/delicious-and-fluffy-mug-donut-recipe/index.html	(from https://robertzou.com/)
15:21:58	115561/115561	---M-Z	200	added ('OK')	text/html	etag:%223069086-1628284917;gz%22	https://robertzou.com/rich-pound-cake-recipe/	C:/My%20Web%20Sites/My%20Website/robertzou.com/rich-pound-cake-recipe/index.html	(from https://robertzou.com/)
15:22:00	72765/72765	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2006%20Aug%202021%2021:21:59%20GMT	https://robertzou.com/wp-content/uploads/2021/08/rachel-park-hrlvr2ZlUNk-unsplash-1-scaled-e1625508814624.jpg	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-content/uploads/2021/08/rachel-park-hrlvr2ZlUNk-unsplash-1-scaled-e1625508814624.23.delayed	(from https://robertzou.com/about/)
15:22:01	2218/2218	---MC-	200	added ('OK')	application/json	etag:%223069088-1628284920;;;%22	https://robertzou.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frobertzou.com%2Fabout%2F	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-json/oembed/1.0/embedbc10.json	(from https://robertzou.com/about/)
15:22:02	2310/2310	---MCZ	200	added ('OK')	text/xml	etag:%223069089-1628284922;gz%22	https://robertzou.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frobertzou.com%2Fabout%2F&format=xml	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-json/oembed/1.0/embed8563	(from https://robertzou.com/about/)
15:22:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Aug%202021%2021:22:03%20GMT	https://robertzou.com/about	C:/My%20Web%20Sites/My%20Website/robertzou.com/about	(from https://robertzou.com/about/)
15:22:04	0/-1	---M--	301	error ('')			https://robertzou.com/privacy-policy	C:/My%20Web%20Sites/My%20Website/robertzou.com/privacy-policy.27.delayed	(from https://robertzou.com/about/)
15:22:04	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.28.delayed	(from https://robertzou.com/about/)
15:22:04	0/-1	---M--	301	error ('')			https://robertzou.com/all-posts	C:/My%20Web%20Sites/My%20Website/robertzou.com/all-posts.29.delayed	(from https://robertzou.com/about/)
15:22:04	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.2a.delayed	(from https://robertzou.com/about/)
15:22:06	2263/2263	---MC-	200	added ('OK')	application/json	etag:%223069090-1628284925;;;%22	https://robertzou.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frobertzou.com%2Fprivacy-policy%2F	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-json/oembed/1.0/embeda5f6.json	(from https://robertzou.com/privacy-policy/)
15:22:06	1098/1098	---MC-	200	added ('OK')	application/rss+xml	etag:%22c57915f2a88b9e5c5ad6471cbd421a54%22	https://robertzou.com/privacy-policy/feed/	C:/My%20Web%20Sites/My%20Website/robertzou.com/privacy-policy/feed/index.html	(from https://robertzou.com/privacy-policy/)
15:22:07	2355/2355	---MCZ	200	added ('OK')	text/xml	etag:%223069091-1628284926;gz%22	https://robertzou.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frobertzou.com%2Fprivacy-policy%2F&format=xml	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-json/oembed/1.0/embedefea	(from https://robertzou.com/privacy-policy/)
15:22:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Aug%202021%2021:22:08%20GMT	https://robertzou.com/about	C:/My%20Web%20Sites/My%20Website/robertzou.com/about	(from https://robertzou.com/privacy-policy/)
15:22:09	0/-1	---M--	301	error ('')			https://robertzou.com/privacy-policy	C:/My%20Web%20Sites/My%20Website/robertzou.com/privacy-policy.2e.delayed	(from https://robertzou.com/privacy-policy/)
15:22:09	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.2f.delayed	(from https://robertzou.com/privacy-policy/)
15:22:09	0/-1	---M--	301	error ('')			https://robertzou.com/all-posts	C:/My%20Web%20Sites/My%20Website/robertzou.com/all-posts.30.delayed	(from https://robertzou.com/privacy-policy/)
15:22:09	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.31.delayed	(from https://robertzou.com/privacy-policy/)
15:22:10	2293/2293	---MC-	200	added ('OK')	application/json	etag:%223069092-1628284929;;;%22	https://robertzou.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frobertzou.com%2Fterms-and-conditions%2F	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-json/oembed/1.0/embedaba8.json	(from https://robertzou.com/terms-and-conditions/)
15:22:11	2385/2385	---MCZ	200	added ('OK')	text/xml	etag:%223069093-1628284930;gz%22	https://robertzou.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frobertzou.com%2Fterms-and-conditions%2F&format=xml	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-json/oembed/1.0/embed57a5	(from https://robertzou.com/terms-and-conditions/)
15:22:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Aug%202021%2021:22:11%20GMT	https://robertzou.com/about	C:/My%20Web%20Sites/My%20Website/robertzou.com/about	(from https://robertzou.com/terms-and-conditions/)
15:22:12	0/-1	---M--	301	error ('')			https://robertzou.com/privacy-policy	C:/My%20Web%20Sites/My%20Website/robertzou.com/privacy-policy.35.delayed	(from https://robertzou.com/terms-and-conditions/)
15:22:12	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.36.delayed	(from https://robertzou.com/terms-and-conditions/)
15:22:12	0/-1	---M--	301	error ('')			https://robertzou.com/all-posts	C:/My%20Web%20Sites/My%20Website/robertzou.com/all-posts.37.delayed	(from https://robertzou.com/terms-and-conditions/)
15:22:12	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.38.delayed	(from https://robertzou.com/terms-and-conditions/)
15:22:14	2243/2243	---MC-	200	added ('OK')	application/json	etag:%223069094-1628284933;;;%22	https://robertzou.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frobertzou.com%2Fcategories%2F	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-json/oembed/1.0/embed9e6c.json	(from https://robertzou.com/categories/)
15:22:15	2335/2335	---MCZ	200	added ('OK')	text/xml	etag:%223069095-1628284934;gz%22	https://robertzou.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frobertzou.com%2Fcategories%2F&format=xml	C:/My%20Web%20Sites/My%20Website/robertzou.com/wp-json/oembed/1.0/embed7d7e	(from https://robertzou.com/categories/)
15:22:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Aug%202021%2021:22:16%20GMT	https://robertzou.com/about	C:/My%20Web%20Sites/My%20Website/robertzou.com/about	(from https://robertzou.com/categories/)
15:22:17	0/-1	---M--	301	error ('')			https://robertzou.com/privacy-policy	C:/My%20Web%20Sites/My%20Website/robertzou.com/privacy-policy.3c.delayed	(from https://robertzou.com/categories/)
15:22:17	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.3d.delayed	(from https://robertzou.com/categories/)
15:22:17	0/-1	---M--	301	error ('')			https://robertzou.com/all-posts	C:/My%20Web%20Sites/My%20Website/robertzou.com/all-posts.3e.delayed	(from https://robertzou.com/categories/)
15:22:17	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.3f.delayed	(from https://robertzou.com/categories/)
15:22:21	29928/29928	---MC-	200	added ('OK')	application/rss+xml	etag:%2276ed093ce0e33e35c73af613d74dc9db%22	https://robertzou.com/category/uncategorized/feed/	C:/My%20Web%20Sites/My%20Website/robertzou.com/category/uncategorized/feed/index.html	(from https://robertzou.com/category/uncategorized/)
15:22:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Aug%202021%2021:22:21%20GMT	https://robertzou.com/author/robertzo/	C:/My%20Web%20Sites/My%20Website/robertzou.com/author/robertzo/index.html	(from https://robertzou.com/category/uncategorized/)
15:22:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Aug%202021%2021:22:21%20GMT	https://robertzou.com/about	C:/My%20Web%20Sites/My%20Website/robertzou.com/about.40.delayed	(from https://robertzou.com/category/uncategorized/)
15:22:22	0/-1	---M--	301	error ('')			https://robertzou.com/privacy-policy	C:/My%20Web%20Sites/My%20Website/robertzou.com/privacy-policy.41.delayed	(from https://robertzou.com/category/uncategorized/)
15:22:22	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.42.delayed	(from https://robertzou.com/category/uncategorized/)
15:22:22	0/-1	---M--	301	error ('')			https://robertzou.com/all-posts	C:/My%20Web%20Sites/My%20Website/robertzou.com/all-posts.43.delayed	(from https://robertzou.com/category/uncategorized/)
15:22:22	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.44.delayed	(from https://robertzou.com/category/uncategorized/)
15:22:22	0/-1	---M--	301	error ('')			https://robertzou.com/about	C:/My%20Web%20Sites/My%20Website/robertzou.com/about.45.delayed	(from https://robertzou.com/category/desserts/)
15:22:22	0/-1	---M--	301	error ('')			https://robertzou.com/privacy-policy	C:/My%20Web%20Sites/My%20Website/robertzou.com/privacy-policy.46.delayed	(from https://robertzou.com/category/desserts/)
15:22:22	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.47.delayed	(from https://robertzou.com/category/desserts/)
15:22:22	0/-1	---M--	301	error ('')			https://robertzou.com/all-posts	C:/My%20Web%20Sites/My%20Website/robertzou.com/all-posts.48.delayed	(from https://robertzou.com/category/desserts/)
15:22:22	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.49.delayed	(from https://robertzou.com/category/desserts/)
15:22:22	0/-1	---M--	301	error ('')			https://robertzou.com/about	C:/My%20Web%20Sites/My%20Website/robertzou.com/about.4a.delayed	(from https://robertzou.com/category/bakery-goods/)
15:22:25	78875/78875	---M-Z	200	added ('OK')	text/html	etag:%223069096-1628284943;gz%22	https://robertzou.com/category/uncategorized/page/2/	C:/My%20Web%20Sites/My%20Website/robertzou.com/category/uncategorized/page/2/index.html	(from https://robertzou.com/category/uncategorized/)
15:22:25	0/-1	---M--	301	error ('')			https://robertzou.com/privacy-policy	C:/My%20Web%20Sites/My%20Website/robertzou.com/privacy-policy.4b.delayed	(from https://robertzou.com/category/bakery-goods/)
15:22:25	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.4c.delayed	(from https://robertzou.com/category/bakery-goods/)
15:22:25	0/-1	---M--	301	error ('')			https://robertzou.com/all-posts	C:/My%20Web%20Sites/My%20Website/robertzou.com/all-posts.4d.delayed	(from https://robertzou.com/category/bakery-goods/)
15:22:25	0/-1	---M--	301	error ('')			https://robertzou.com/terms-and-conditions	C:/My%20Web%20Sites/My%20Website/robertzou.com/terms-and-conditions.4e.delayed	(from https://robertzou.com/category/bakery-goods/)
15:22:25	0/-1	---M--	301	error ('')			https://robertzou.com/about	C:/My%20Web%20Sites/My%20Website/robertzou.com/about.4f.delayed	(from https://robertzou.com/category/misc/)
